essentia_dissonance_mean,essentia_dissonance_stdev,essentia_dynamic_complexity,essentia_loudness,essentia_onset_rate,essentia_pitch_salience_mean,essentia_pitch_salience_stdev,essentia_spectral_centroid_mean,essentia_spectral_centroid_stdev,essentia_spectral_complexity_mean,essentia_spectral_complexity_stdev,essentia_spectral_rolloff_mean,essentia_spectral_rolloff_stdev,essentia_strong_peak_mean,essentia_strong_peak_stdev,librosa_bpm,librosa_chroma_mean_0,librosa_chroma_var_0,librosa_chroma_pct_10_0,librosa_chroma_pct_50_0,librosa_chroma_pct_90_0,librosa_chroma_mean_1,librosa_chroma_var_1,librosa_chroma_pct_10_1,librosa_chroma_pct_50_1,librosa_chroma_pct_90_1,librosa_chroma_mean_2,librosa_chroma_var_2,librosa_chroma_pct_10_2,librosa_chroma_pct_50_2,librosa_chroma_pct_90_2,librosa_chroma_mean_3,librosa_chroma_var_3,librosa_chroma_pct_10_3,librosa_chroma_pct_50_3,librosa_chroma_pct_90_3,librosa_chroma_mean_4,librosa_chroma_var_4,librosa_chroma_pct_10_4,librosa_chroma_pct_50_4,librosa_chroma_pct_90_4,librosa_chroma_mean_5,librosa_chroma_var_5,librosa_chroma_pct_10_5,librosa_chroma_pct_50_5,librosa_chroma_pct_90_5,librosa_chroma_mean_6,librosa_chroma_var_6,librosa_chroma_pct_10_6,librosa_chroma_pct_50_6,librosa_chroma_pct_90_6,librosa_chroma_mean_7,librosa_chroma_var_7,librosa_chroma_pct_10_7,librosa_chroma_pct_50_7,librosa_chroma_pct_90_7,librosa_chroma_mean_8,librosa_chroma_var_8,librosa_chroma_pct_10_8,librosa_chroma_pct_50_8,librosa_chroma_pct_90_8,librosa_chroma_mean_9,librosa_chroma_var_9,librosa_chroma_pct_10_9,librosa_chroma_pct_50_9,librosa_chroma_pct_90_9,librosa_chroma_mean_10,librosa_chroma_var_10,librosa_chroma_pct_10,librosa_chroma_pct_50_10,librosa_chroma_pct_90_10,librosa_chroma_mean_11,librosa_chroma_var_11,librosa_chroma_pct_10_11,librosa_chroma_pct_50_11,librosa_chroma_pct_90_11,librosa_spectral_bandwidth_mean,librosa_spectral_bandwidth_stdev,librosa_spectral_flatness_mean,librosa_spectral_flatness_stdev,midlevel_features_melody,midlevel_features_articulation,midlevel_features_rhythm_complexity,midlevel_features_rhythm_stability,midlevel_features_dissonance,midlevel_features_tonal_stability,midlevel_features_minorness,quadrant,Scored Probabilities_1,Scored Probabilities_2,Scored Probabilities_3,Scored Probabilities_4,Scored Labels
0.8621395219854212,0.2448125845657454,0.10184214434976799,0.2703660282668267,0.37333335067166246,0.8283207782136982,0.25271853573822023,0.06240115420198805,0.015593660289353928,0.6782600357429639,0.504247678680779,0.05930996058580905,0.01870133973327099,0.34805175534572436,0.33152640843759135,0.20512820512820507,0.34846992173453245,0.36606073856449345,0.039869736716656994,0.17743845463194785,0.7335479939821542,0.24851833534283102,0.15371024052938703,0.047913425649581454,0.23499039107309655,0.47991708116384424,0.666070984613338,0.6028607731974192,0.10877104672255027,0.5813708774226752,1.0,0.5033920330118309,0.43066551765436495,0.3715676009725168,0.30457214358590934,1.0,0.4164922692149645,0.20374196120466187,0.20807239251898793,0.3447302785010718,0.5096885877510029,0.49006429026710924,0.5849937821042093,0.18758446823885097,0.25908051331011933,0.9999999999999999,0.34496473156511587,0.2366497636895625,0.09583965937563613,0.229223150376294,0.5176204146290462,0.5027874546148886,0.5101419111149724,0.22107251551856175,0.3102379736987442,0.9999999999999999,0.646359081333514,0.6456118653561136,0.1886231383554065,0.3294830224681218,0.9999999999999999,0.358951373068061,0.2222538524326274,0.22700564439212584,0.29639653726602794,0.4834034771174686,0.25568507036815846,0.2119360361178647,0.10293766962584228,0.11314607300636101,0.45052529976544264,0.31361246726402725,0.303830698048906,0.09091068367459423,0.13905248872108406,0.6524113534052904,0.06960910919698575,0.0335476008715763,0.00016777166172981,9.63991582906606e-05,0.5639089525796185,0.5058292421534479,0.6194301344451318,0.8566534158771217,0.6665087494432987,0.5516046112183797,0.7459409273792477,3,1.6067251656905095e-08,0.018127313206585303,0.9786253358797011,0.0032473348464619463,3
0.5055776332565466,0.1839341033398662,0.10325551263626373,0.16560004321170543,0.42666666562027394,0.6487081797249014,0.3171882417715747,0.035381970749082836,0.01300598289427738,0.3441699745948722,0.357000218105817,0.03549225654927429,0.011540360313304727,0.24277690432340496,0.1976732204881211,0.9377289377289376,0.2868449996013346,0.1745520858902676,0.04850774656674677,0.21280292394949468,0.45064598262382083,0.2939267370251011,0.6009454514696976,0.022178761252214192,0.12710140989014398,1.0,0.26220409312730303,0.1421345280686962,0.0404042027942949,0.24099725541632225,0.4538047357858181,0.46101418280741663,0.6307987328561712,0.07255764073993942,0.18093449869566594,1.0,0.4549743798038648,0.5038422815647814,0.0574918332642224,0.308659930102031,0.9999999999999999,0.33906690075625245,0.34121384289960444,0.03872757040082085,0.21778024798070383,0.6017555804126258,0.41255147832335215,0.6762764329262629,0.028218434726896773,0.1009324259557193,1.0,0.23517366319422425,0.22456470747185378,0.023579876956057396,0.11670306950372893,0.5180069545906348,0.2388900318799662,0.3713737934508521,0.03030381876581743,0.07101471432584952,0.5667431967450157,0.18975776152673693,0.11300307532880774,0.04658773771230964,0.13006116307965065,0.3699858505550765,0.38847430059130955,0.4005818160451388,0.0891575084875614,0.1860017428748049,0.7133209607976119,0.4852645164401138,0.6437686374678651,0.1053910694415297,0.19298902381858357,1.0,0.029039484284462555,0.046321063223395395,2.3337806566319088e-05,2.6606187481928598e-05,0.8003580619492008,0.4897249624806737,0.5447035742999649,0.7992481006040976,0.20362408198225024,0.8416809569738939,0.3691757919569648,4,8.693401305941696e-05,0.0001722452196720718,0.9704309737716196,0.0293098469956489,3
0.39006127147888936,0.22213718471475974,0.3545742450173153,0.051122350998644976,0.1866666688786613,0.28798199023663873,0.34724951379673075,0.13060863684420865,0.25375016828485614,0.13594260184024248,0.2841256471182734,0.05025425535032649,0.026453041976118554,0.08583793838596206,0.08425927697604466,0.01125703564727959,0.2889943648247769,0.22992672072673978,0.00616086731396295,0.23193269493380184,0.48663496038548293,0.41146584427200034,0.9999999999999998,0.0012542579831427137,0.07857032306759029,1.0,0.3666265200297977,0.30612947332903484,0.012134896169773876,0.3951105353015183,0.5475637667855597,0.35917877512429014,0.5710420481365742,0.04844602187414285,0.14140727778472656,1.0,0.2538819213458335,0.4056549280285417,0.022083689285218866,0.0724151068802814,0.5429488526935113,0.03971644255038742,0.10363671002489037,0.0041377907018339075,0.01830959661541427,0.17425731982825676,0.0228688732816138,0.04199697891788613,0.0014533133345578297,0.02682031340964032,0.1364518736310812,0.2541709140089379,0.44344761337271843,0.026018591192201797,0.07964340877959794,0.8540558596513067,0.5053239830597418,0.7098174823045356,0.05758780439715048,0.16538366579106736,0.9999999999999999,0.14477045625858714,0.05092291973241591,0.07379667229817938,0.10695197830161524,0.34951745558468705,0.2005995806679267,0.27510885389018125,0.03731813732605342,0.05331427501992415,0.32504510030346817,0.27968016233881066,0.379131070977142,0.04737677927202251,0.18145071213300082,0.8933704825843578,0.2779399100334438,0.5110547455349218,0.015418130270777035,0.03223845766243893,0.59109105314754,0.40802853662700633,0.5800516396033264,0.6459135281558246,0.5861967686116234,0.656722881909356,0.6694186922320787,3,6.5131327007929674e-15,8.728000490172458e-05,0.9999126535242608,6.647083085802535e-08,3
0.6737024034996763,0.26540249529586146,0.02796105834536549,0.2786046061529724,0.4133333448304071,0.7152584871586783,0.13479636772718673,0.08524904886949985,0.01954296650981319,0.5885397701759704,0.4119838611060203,0.04680698098413219,0.015778467444531593,0.32050699892393747,0.24558253377888029,0.3302063789868668,0.431911175979506,0.5917831777277333,0.042242488430940625,0.19310342909222136,0.9999999999999999,0.289319970447107,0.2227940408873454,0.041226466653825955,0.2789913772588591,0.5758758129730676,0.7385581087489941,0.6035667851970317,0.1703702837730517,0.7652434365097315,1.0,0.7143459882130718,0.6905083264797953,0.1672145111712379,0.5391291279360814,1.0,0.4851975998488435,0.32427931613716193,0.1713400856585285,0.40996886691882256,0.5641140523596041,0.2842484711209443,0.40673381949733234,0.09981013938751765,0.10323395696556345,0.7214248521490834,0.16910229993252263,0.1311971585147353,0.03482818176513798,0.0984954953507946,0.3672913253109367,0.24438980452294887,0.32833940666000244,0.04183675632774233,0.10737866279559119,0.6035803532031032,0.31125095810234715,0.2625102221053947,0.11202499895224687,0.14159301199285543,0.5132300924513985,0.33807784973528676,0.20897846218803123,0.10480491183630199,0.2901472190235765,0.48373662800991096,0.36865594487949155,0.4233512215150421,0.10522090671311672,0.16358964354022,0.827387369549806,0.2932930958583885,0.21966027137907929,0.10484931515322328,0.15911880412244364,0.6019897789454618,0.2535328928943744,0.11742900310703629,0.0012135635971689742,0.0004533874048561587,0.6795290246665444,0.5114481805237356,0.5465209421026977,0.8578593997768927,0.367888601537375,0.7224433451533087,0.5283913713941207,3,3.267082156775722e-06,0.06014823599156014,0.9327753065113594,0.007073190414923509,3
0.41740951368796253,0.25106594933950754,0.4038174920971682,0.08262396605160335,0.21333334224753922,0.2648593663133513,0.38407555618935085,0.1253739261505289,0.11253493991740912,0.13330911430633358,0.32039796023768946,0.09282364183866237,0.04389222735218167,0.22194380858369236,0.3436617663583288,0.14323607427055707,0.16267708935265993,0.2235371206970622,0.001164164920505762,0.03562754600902464,0.3556365311393547,0.264246416129135,0.5098192740005412,0.00025326816645463693,0.1256860696701381,1.0,0.36865334911551645,0.7016317613126597,0.009158247528819352,0.09539180088289784,1.0,0.18691166946708415,0.15631931452424663,0.018034351493834144,0.1067613875588853,0.2638595647669969,0.31869363806592876,0.724710803881174,0.011290146131943625,0.028760861722242233,0.9999999999999999,0.08373871938532469,0.06682714177068051,0.007640074168566992,0.041453899445200525,0.21437392289584795,0.1624167529525642,0.5375351879994561,0.001889964712254691,0.004730139775696455,1.0,0.032293417407163544,0.021346281189855574,0.001078884824595451,0.00808363419512301,0.12135459062984935,0.15456337294680497,0.32897351629567007,0.0069811707892206264,0.012894354438869333,0.2609231433412406,0.2597254107998389,0.483616346874379,0.012448994942316114,0.06605294122052005,0.8011400492426998,0.20166706241872145,0.264063798340083,0.008050583974224259,0.07692302480041179,0.35547592593176663,0.22671012016770192,0.5296178850255133,0.004266295386083564,0.033106207878884235,1.0,0.238862389732988,0.33171123250746026,0.00253709156190775,0.0025984364814741583,0.5998912658051165,0.5084874780959384,0.698234266103678,0.716197612019029,0.6675646570213326,0.6960364656198706,0.4547922897015031,3,7.22268875750924e-18,5.971259152782282e-08,0.9999999402826094,4.799146365877473e-12,3
0.7340616739572523,0.2630257183284984,0.04178377288188428,0.3455136397383981,0.42666666562027394,0.6432285574726705,0.3419493551329481,0.038784184092281765,0.00924536560770365,0.597983994889079,0.41130126200764294,0.0341273214840281,0.016421022690735313,0.3632421517583584,0.24810127414430616,0.782051282051282,0.4489548273008011,0.6642689546600258,0.04114926636100485,0.15097862432741713,0.9999999999999999,0.3079342385325401,0.5681534723630006,0.011020814499337681,0.11580628867109326,0.9918618935527594,0.23789868744036857,0.2606424902258433,0.01604052562776198,0.14892615203066598,0.4094007224512462,0.19112544158687503,0.21664649055323007,0.06935295204336096,0.08195683860916184,0.3867671438988388,0.40603710463349224,0.28844802455657453,0.09494008149088232,0.3341778810187263,0.552616036998737,0.5303520768402933,0.7238784076767933,0.1443743624797074,0.2241214701902683,0.9999999999999999,0.37127231372839187,0.3071499871633444,0.07662424212614606,0.25037825470870695,0.6454827929516436,0.44329858057112503,0.5839541307412184,0.12636188832775785,0.2172234540694351,0.9999999999999999,0.5311371471989759,0.451912939642823,0.21924292738248624,0.30312102473232627,0.9999999999999999,0.4436994544221802,0.44721899838732887,0.18896623047818675,0.24405005383081385,0.7570376498841348,0.4024546451429019,0.5657148446669675,0.025465711815107123,0.14354080940241096,1.0,0.30269107920078336,0.2565755536351433,0.0350033160906309,0.15714013958543643,0.5611744856409997,0.020216503924945603,0.015210262953087604,7.759716131292418e-06,4.710386493036712e-06,0.6109502615920552,0.3235787615630109,0.5285733452998481,0.6896343618068654,0.5805443593615405,0.40420397986153833,0.8393875868799954,3,2.3566081165882966e-05,0.0001451881183600944,0.9392336480429859,0.06059759775748799,3
0.6346816385583376,0.2065195927516028,0.13608340773078256,0.2875567533679596,0.49333333314789657,0.7794992760364406,0.23420724747688015,0.03103419565730535,0.016231240801988695,0.48774063570816567,0.5094820778170464,0.02658614827999224,0.010715022143040384,0.2765831773348317,0.22705038375837944,0.38056680161943324,0.26487596445919487,0.17223865638612285,0.06344421534327582,0.15531717855797122,0.4562313271664741,0.30672774852757084,0.41823711054472507,0.03845830947813284,0.19557758718170876,0.8318399843612904,0.39266205356557593,0.4050522298560448,0.051868589976525714,0.2715826901506547,0.7311997645153911,0.36351871271690317,0.32687913721779527,0.1653201189202931,0.18683685998599747,0.6475881244912717,0.6311091088413942,0.48150497870399644,0.2361786961547608,0.5080577169439255,0.9999999999999999,0.702534300435912,0.6792333673347241,0.30816971597370124,0.546466191418972,0.9999999999999999,0.4591888495865375,0.2866508899593525,0.15503124458015835,0.3175134642852187,0.6950546576401351,0.46336371378897934,0.7630196790317942,0.10104081382974633,0.1839318831282636,0.9999999999999999,0.4424639486537394,0.34034835713419814,0.13866325169459492,0.23614512065775647,0.6031028948652901,0.31134828282881055,0.29320909706058723,0.18210835346002427,0.16923995082594318,0.5001049287050824,0.31964967209044104,0.41256975667283957,0.08421360020644263,0.11731432320186379,0.697609541107305,0.2585637668717698,0.18828804320291243,0.11219706843554991,0.1404731437117684,0.4882079753005086,0.017038106076837048,0.012805585954624596,8.062254098316659e-06,4.536971180484631e-06,0.6589660711676351,0.49440842435752713,0.550538165155442,0.7934412676300344,0.5152947487993954,0.5413665863895458,0.559278635630037,2,0.15127014907900163,0.647660543260769,0.12866895012964788,0.07240035753058154,2
0.5057516287491465,0.19165176077411178,0.11313448672390564,0.18240452807621313,0.46666665977901867,0.6478238459769959,0.2791134074002902,0.031044602622255627,0.017793696620619737,0.3413548723854213,0.32736161354477394,0.031509384557434225,0.01350688302933983,0.23773534432954824,0.1786338806029685,0.315018315018315,0.14701139861943435,0.1326168572403128,0.02670597228227944,0.053846888275746844,0.36246440149694803,0.16642035607636185,0.21796895431294866,0.026415992928924745,0.09361895368422299,0.45540053697223104,0.3559578628274995,0.40393709643988296,0.03875535654269376,0.20545583346677157,0.7189966721036714,0.3198737942478893,0.3041215912916847,0.1047463213528957,0.1616385205506103,0.5500720562145397,0.45567667077376595,0.4850398804454116,0.1367008369156209,0.25582656321150005,0.9576253505380831,0.5298362562399697,0.6911939585950804,0.12230046510016321,0.2610085771100592,0.9999999999999999,0.3970460632729894,0.3381924148919868,0.07097900783944483,0.2966521670515576,0.6721591847126014,0.4662970373124764,0.7518759531797767,0.07720644147348991,0.21748830387824789,0.9999999999999999,0.4149319179799952,0.231763524843646,0.10502044857570544,0.32351755544840566,0.5285692782013482,0.5286496148311721,0.838179820209073,0.09784652106140647,0.19402905297533005,0.9999999999999999,0.32891664521626474,0.33915490169874885,0.03204016275713739,0.11251349722814852,0.5146330294334188,0.15545310316381694,0.26565978008945,0.03349058754747649,0.04469971169579189,0.37555077881724885,0.021594791763012336,0.03589488493427714,1.1106943803605197e-05,1.0481543958802518e-05,0.6024091046765849,0.41332988716194463,0.4930053100085276,0.7136714247467925,0.4625186806014923,0.601644948495972,0.5771889556830616,3,0.0005126607659568365,0.4100386302302585,0.5709058371178641,0.018542871885920503,3
0.40722804649990507,0.33385058229452125,0.17970485146346787,0.1853906676303351,0.44000001819928514,0.6834899612153035,0.2968764841644639,0.07897141527872012,0.17532857941445412,0.385397739128979,0.45406999595347686,0.055177280011166965,0.021859363642711526,0.20492950452401978,0.18536843939601774,0.5641025641025641,0.3463002722336372,0.19972299076919434,0.03136302872129044,0.3407156495955738,0.4797258035546955,0.3572997065202202,0.7828537755959502,0.02076538077591008,0.10862887936483397,1.0,0.2962877151454142,0.2362453120845474,0.016798472078287392,0.19224924036906552,0.4655002101983256,0.3259910473910669,0.5837616921557089,0.04271499772447134,0.08022352679763686,1.0,0.2217421133605148,0.3354715119646354,0.015073871513407715,0.06836434539318419,0.4536611046841903,0.20542670556208714,0.22840723101397953,0.017445467178375917,0.10964297775659133,0.4201988472718523,0.4094949749888841,0.6122265451319924,0.0017003169525554034,0.15037084529617414,1.0,0.19517761721433352,0.15577280973795715,0.02761520732071559,0.11944693920833208,0.4153247640861701,0.17481786154246592,0.3592512592694719,0.05819953780024914,0.042508939120271205,0.4888753591827191,0.19136935320569834,0.12137163021813646,0.06749620285684897,0.13848439499940635,0.36605054646938007,0.4678754358083263,0.4929814364293381,0.0556706432648431,0.2559480573098239,1.0,0.47791596505630707,0.6524685642988409,0.10306311837813999,0.16712313757089628,1.0,0.1705237678116593,0.3276809095018804,0.006303024265887677,0.027489177950874345,0.5951528521331129,0.5647689706585218,0.6249836947375902,0.7051093334667594,0.4278685853321564,0.774118916891529,0.5712247437223414,1,0.0010478567388287438,0.005699322414823469,0.8446463401676179,0.14860648067872986,3
0.5427897813734606,0.263298164411483,0.042052719975498996,0.23384149636892085,0.42666666562027394,0.9129239185175878,0.20388721048432512,0.023254106852205345,0.014268363476734745,0.4765709968388583,0.29614757138845,0.02772235374837284,0.008807524172131775,0.17820591932753713,0.16263216715022302,0.3991683991683993,0.3740011209866136,0.3607163746341865,0.07669449849787288,0.1743071329236375,0.6770360595002494,0.22127955123030435,0.16699260607291205,0.07081080441504438,0.15317176823673953,0.5103612813845743,0.4556336543515218,0.3627802145320045,0.12719338097382776,0.32220068943480407,0.6876404019939122,0.46143188440005306,0.49152722183962855,0.27895237053500294,0.20639080396752912,1.0,0.46216317370569304,0.32578005916552605,0.36944699954894633,0.31082760041130836,0.7294082686149526,0.4446192627432615,0.2159447487298886,0.6316028002120747,0.2891496520495317,0.6255521930870281,0.6694105900252603,0.31064960174641953,0.3586727908791315,0.4826222851632605,1.0,0.9185271157662738,0.43576405643121874,0.6848886742175454,0.9132047356835707,0.9999999999999999,0.6203029200490013,0.18645238277333775,0.5522426235144613,0.5067449585902578,0.6160409737266022,0.3540795444863103,0.13720587236968684,0.2465427794925766,0.3419813786608687,0.3456340242022609,0.25945406593064135,0.13473190236252544,0.1817560669018081,0.13193488739197545,0.39473438236848873,0.3660888699000314,0.38707553889241686,0.11785766243317976,0.1879075729574449,0.9199584720594918,0.05195793650375806,0.0332726892172201,7.05182709931027e-05,2.585040531903771e-05,0.678357002588512,0.26042480564937276,0.3348866462300474,0.7127902418452804,0.406813396044098,0.5875161336401711,0.5923730824322299,4,0.002227737425486454,7.566118493777633e-08,0.0002003571085275,0.9975718298048012,4
